document,source_sha256,line,text,verification_status,evidence,evidence_boundary
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,1,你现在负责本项目的 Phase -1：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,24,能够真正操纵/标注该 failure 的高质量 benchmark。,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,26,重点 failure：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,28,F_force,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,29,F_user,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,30,F_day,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,31,F_wearing,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,32,F_posture,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,33,F_speed,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,34,F_quality,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,35,F_interaction,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,37,其中：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,39,quality 暂时主要使用真实 clean data + synthetic corruption，,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,40,不要求专门下载一个 quality dataset。,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,42,特别注意：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,44,不同 failure 不是独立的。,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,46,因此优先级最高的数据集有两类：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,48,A. 单独清晰操纵某一 failure，,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,49,   可以解释机制；,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,51,B. 同时包含多个 nuisance，,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,52,   可以测试 interaction。,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,54,==================================================,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,55,1. 先检查现有 repo,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,56,==================================================,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,58,首先搜索整个 repo：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,60,README,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,61,configs,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,62,scripts,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,63,reports,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,64,csv,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,65,old experiment paths,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,66,dataset adapters,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,68,确认以前实验实际使用过哪些 dataset。,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,70,尤其必须定位：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,72,- 当前 DS2 force dataset 的准确来源,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,73,- UniBo-INAIL adapter,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,74,- GrabMyo adapter（如已有）,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,75,- NinaPro adapter（如已有）,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,76,- 旧数据路径配置,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,78,如果历史 DS2 已被用于：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,79,B0 / X1-H / X2 force experiments，,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,81,则必须下载与旧实验完全相同的 dataset。,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,83,禁止用另一个“类似 force dataset”替换以后，,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,84,声称复现了旧结果。,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,86,建立：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,88,DATASET_INVENTORY.md,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,90,记录：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,92,dataset_name,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,93,historical_or_new,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,94,existing_adapter,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,95,existing_results,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,96,local_path_expected,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,97,download_status,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,99,==================================================,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,100,2. Dataset 选择评分体系,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,101,==================================================,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,103,对每个候选 dataset 打分：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,105,A. Failure relevance 0-5,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,106,   是否真正操纵/标注我们需要的 nuisance？,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,108,B. Product similarity 0-5,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,109,   是否接近：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,110,   wrist/forearm wearable,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,111,   sparse multichannel,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,112,   8ch ring,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,113,   ~200-2000 Hz,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,114,   discrete hand gestures,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,116,C. Factor isolation 0-5,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,117,   是否可以分离：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,118,   subject,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,119,   day,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,120,   force,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,121,   posture,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,122,   wearing,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,123,   speed,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,125,D. Interaction value 0-5,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,126,   是否同时包含两个以上因素？,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,128,E. Personal-calibration value 0-5,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,129,   每个 user 是否有足够 repetitions，,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,130,   可以模拟 0/1/2/5-shot？,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,132,F. Raw-data quality 0-5,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,134,G. Accessibility 0-5,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,135,   官方来源 / stable repository / license / size,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,137,H. Compute/storage cost 0-5,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,138,   越容易处理得分越高。,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,140,生成：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,142,DATASET_CANDIDATES.csv,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,144,至少包含：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,146,dataset,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,147,failure_targets,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,148,subjects,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,149,sessions,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,150,gestures,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,151,channels,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,152,sampling_rate,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,153,force_conditions,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,154,postures,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,155,wearing_conditions,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,156,speed_conditions,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,157,IMU,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,158,raw_data,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,159,size,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,160,license,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,161,official_source,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,162,download_method,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,163,score,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,164,decision,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,165,reason,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,167,==================================================,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,168,3. 强制研究以下候选,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,169,==================================================,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,171,不要假设下面一定都要下载。,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,173,逐个核实官方 paper / repository / dataset page，,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,174,然后决定：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,176,MANDATORY,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,177,SECONDARY,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,178,DEFER,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,179,REJECT,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,181,--------------------------------------------------,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,182,A. 历史 DS2 force dataset,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,183,--------------------------------------------------,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,185,目的：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,187,复现已有：,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,189,B0,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,190,X1-H,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,191,Frequency coordination,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,192,Robust nuisance distance,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
docx_pre.txt,9b70fb41ebbb4f8183e19533facf80df81b1d7ce73bd3a976a2714347d3f11d8,193,X2a/X2b,unverified,,Requires contextual requirement-by-requirement review; inclusion is not completion.
